,name,latitude,longitude,coordinates
154,North Ave & Linder,41.90951086500002,-87.76282920800003,"(41.90951086500002, -87.76282920800003)"
155,Diversey & Linder,41.93137197200002,-87.76369627700001,"(41.93137197200002, -87.76369627700001)"
156,Irving Park & Linder,41.95314100000002,-87.76464399899999,"(41.95314100000002, -87.76464399899999)"
157,Milwaukee & Higgins,41.96900846,-87.76184809199998,"(41.96900846, -87.76184809199998)"
158,Caldwell & Spokane,41.99534846199998,-87.762283734,"(41.99534846199998, -87.762283734)"
159,7424 S Central,41.75739700100002,-87.76100200100001,"(41.75739700100002, -87.76100200100001)"
160,73rd Street & Linder,41.76000041399999,-87.75908758999998,"(41.76000041399999, -87.75908758999998)"
161,63rd Street & Linder,41.778166489,-87.75925419100003,"(41.778166489, -87.75925419100003)"
162,North Ave & Long,41.90939133199998,-87.76038496899997,"(41.90939133199998, -87.76038496899997)"
163,North Ave & Lockwood,41.90941649299998,-87.75801301799999,"(41.90941649299998, -87.75801301799999)"
164,Irving Park & Lockwood,41.95318576599999,-87.759274178,"(41.95318576599999, -87.759274178)"
165,Montrose & Lockwood,41.96051100099999,-87.759948001,"(41.96051100099999, -87.759948001)"
166,Milwaukee & Laramie,41.96477966200001,-87.75820717300002,"(41.96477966200001, -87.75820717300002)"
167,Milwaukee & Lawrence,41.96771630900002,-87.76069066600002,"(41.96771630900002, -87.76069066600002)"
168,Foster & Lockwood,41.97512599999999,-87.760382999,"(41.97512599999999, -87.760382999)"
169,Caldwell & Leroy,41.99341006600002,-87.75821929699998,"(41.99341006600002, -87.75821929699998)"
170,65th Street & Long,41.77441797099999,-87.75665020299999,"(41.77441797099999, -87.75665020299999)"
171,65th Street & Lockwood,41.77445479699998,-87.75422914199999,"(41.77445479699998, -87.75422914199999)"
172,63rd Street & Lorel,41.77822633599999,-87.75551379400002,"(41.77822633599999, -87.75551379400002)"
173,55th Street & Long,41.79291488699999,-87.75727063099998,"(41.79291488699999, -87.75727063099998)"
174,Jackson & Lockwood,41.87667679999998,-87.75782934199998,"(41.87667679999998, -87.75782934199998)"
175,Laramie & Monroe,41.87946624599999,-87.75505255600001,"(41.87946624599999, -87.75505255600001)"
176,Laramie & Adams,41.87854499999997,-87.75505999900003,"(41.87854499999997, -87.75505999900003)"
177,Laramie & Ferdinand,41.88921599999998,-87.75531299900001,"(41.88921599999998, -87.75531299900001)"
178,Laramie & Thomas,41.90049399999998,-87.75579499899999,"(41.90049399999998, -87.75579499899999)"
179,North Ave & Laramie,41.90939533900001,-87.755533582,"(41.90939533900001, -87.755533582)"
180,Laramie & Wabansia,41.91141800000003,-87.75577799899997,"(41.91141800000003, -87.75577799899997)"
181,Grand & Laramie,41.916893958,-87.75608872999999,"(41.916893958, -87.75608872999999)"
182,Irving Park & Laramie,41.95321529099999,-87.75688078399997,"(41.95321529099999, -87.75688078399997)"
183,Foster & Leclaire,41.97532021000001,-87.755473768,"(41.97532021000001, -87.755473768)"
184,Niles Center & Lincoln,42.028125757,-87.754469911,"(42.028125757, -87.754469911)"
185,Oakton & Lincoln,42.02629891499998,-87.75441269700002,"(42.02629891499998, -87.75441269700002)"
186,63rd Street & Latrobe,41.77828071699997,-87.75335140599998,"(41.77828071699997, -87.75335140599998)"
187,Harrison & Leamington,41.87289308999999,-87.75318510800003,"(41.87289308999999, -87.75318510800003)"
188,Chicago & Leclaire,41.89489200000003,-87.75324999899999,"(41.89489200000003, -87.75324999899999)"
189,Division & Leclaire,41.90229952999999,-87.75320140000002,"(41.90229952999999, -87.75320140000002)"
190,North Ave & Leclaire,41.909646635,-87.75252071599999,"(41.909646635, -87.75252071599999)"
191,Fullerton & Leclaire,41.92421811100002,-87.75351123500002,"(41.92421811100002, -87.75351123500002)"
192,Diversey & Lavergne,41.93156166300002,-87.75136143700001,"(41.93156166300002, -87.75136143700001)"
193,Addison & Lavergne,41.94611879399997,-87.751852251,"(41.94611879399997, -87.751852251)"
194,Milwaukee & Cullom,41.95889290999997,-87.75310538399998,"(41.95889290999997, -87.75310538399998)"
195,Foster & Elston,41.97522995200001,-87.75135779099998,"(41.97522995200001, -87.75135779099998)"
196,Niles Center & Main,42.033383759,-87.75114684200003,"(42.033383759, -87.75114684200003)"
197,Skokie Yellow Line Station,42.03999499999998,-87.75228666700002,"(42.03999499999998, -87.75228666700002)"
198,Dempster & Bronx,42.04072068400001,-87.750826744,"(42.04072068400001, -87.750826744)"
199,Golf Road & Lavergne,42.05545286199998,-87.75129475900002,"(42.05545286199998, -87.75129475900002)"
200,Old Orchard Rd & Lavergne,42.06243748899999,-87.75158398600001,"(42.06243748899999, -87.75158398600001)"
201,73rd Street & Leamington,41.76009800100002,-87.74968899999999,"(41.76009800100002, -87.74968899999999)"
202,65th Street & Lavergne,41.77459196199999,-87.747163812,"(41.77459196199999, -87.747163812)"
203,63rd Street & Lawler,41.77836545100001,-87.74840798700001,"(41.77836545100001, -87.74840798700001)"
204,Archer & Lavergne,41.79805926699999,-87.74767867000003,"(41.79805926699999, -87.74767867000003)"
205,Roosevelt & 50th Avenue,41.86574977200002,-87.74975926399998,"(41.86574977200002, -87.74975926399998)"
206,Madison & Lavergne,41.88033514400001,-87.74913669699998,"(41.88033514400001, -87.74913669699998)"
207,Cicero & Altgeld,41.926014361,-87.74622879999998,"(41.926014361, -87.74622879999998)"
208,Diversey & Lamon,41.93144100000001,-87.74915199999998,"(41.93144100000001, -87.74915199999998)"
209,Diversey & Cicero,41.931607321,-87.74690089500001,"(41.931607321, -87.74690089500001)"
210,Cicero & Irving Park/Milwaukee,41.95363140900002,-87.74740610999999,"(41.95363140900002, -87.74740610999999)"
211,Cicero & Berteau,41.95699417100002,-87.74725932899997,"(41.95699417100002, -87.74725932899997)"
212,Lawrence & Lamon,41.96793300100001,-87.75063899999998,"(41.96793300100001, -87.75063899999998)"
213,Foster & Cicero,41.97542379999999,-87.74773393999999,"(41.97542379999999, -87.74773393999999)"
214,Cicero & Foster,41.97517314700002,-87.74787503099998,"(41.97517314700002, -87.74787503099998)"
215,Cicero & Balmoral,41.97899604700001,-87.74803826200002,"(41.97899604700001, -87.74803826200002)"
216,Cicero & Peterson,41.98973747000002,-87.74818429800001,"(41.98973747000002, -87.74818429800001)"
217,Cicero & Rosemont,41.99568900000003,-87.74840799999998,"(41.99568900000003, -87.74840799999998)"
218,Cicero & North Shore,42.002723,-87.74807299999998,"(42.002723, -87.74807299999998)"
219,Skokie Blvd & Fargo,42.01619858200002,-87.74789095699998,"(42.01619858200002, -87.74789095699998)"
220,Skokie Blvd & Lee,42.03525500000001,-87.74730399999999,"(42.03525500000001, -87.74730399999999)"
221,Gross Point & Church,42.04798100099998,-87.74867100099999,"(42.04798100099998, -87.74867100099999)"
222,Skokie Blvd & Davis,42.04596333299997,-87.74704166700002,"(42.04596333299997, -87.74704166700002)"
223,Skokie Blvd & Church,42.04774333300003,-87.74704166700002,"(42.04774333300003, -87.74704166700002)"
224,Golf Road & Skokie Blvd,42.05542086899999,-87.74774792599999,"(42.05542086899999, -87.74774792599999)"
225,63rd Street & Lamon,41.778326214,-87.74450470599999,"(41.778326214, -87.74450470599999)"
226,Cicero & 44th Street,41.81301077699999,-87.74310914900002,"(41.81301077699999, -87.74310914900002)"
227,Cicero & 45th Street,41.81120148600002,-87.74304863600003,"(41.81120148600002, -87.74304863600003)"
228,3500 S Cicero,41.83012309399999,-87.74379865100002,"(41.83012309399999, -87.74379865100002)"
229,Cicero & 21st Street,41.85309700099998,-87.74420199899998,"(41.85309700099998, -87.74420199899998)"
230,Cicero & 15th Street,41.86048258699998,-87.74451583500002,"(41.86048258699998, -87.74451583500002)"
231,Cicero & Adams,41.87854809700002,-87.74510375099999,"(41.87854809700002, -87.74510375099999)"
232,Madison & Kilpatrick,41.88063200099998,-87.742590001,"(41.88063200099998, -87.742590001)"
233,Cicero & Maypole,41.884361001,-87.745340999,"(41.884361001, -87.745340999)"
234,Cicero & Washington,41.882014932,-87.74524378299998,"(41.882014932, -87.74524378299998)"
235,Cicero & Ohio,41.89118212,-87.74576224100002,"(41.89118212, -87.74576224100002)"
236,Cicero & Chicago,41.89487830299998,-87.74571603300001,"(41.89487830299998, -87.74571603300001)"
237,Division & Cicero,41.90227393499998,-87.74553941599999,"(41.90227393499998, -87.74553941599999)"
238,Cicero & Potomac,41.90424100000001,-87.74605100000002,"(41.90424100000001, -87.74605100000002)"
239,Cicero & Le Moyne,41.90787434800001,-87.74616251200001,"(41.90787434800001, -87.74616251200001)"
240,Cicero & Wabansia,41.91138247399999,-87.74577821100002,"(41.91138247399999, -87.74577821100002)"
241,Grand & Kilpatrick,41.91292677000001,-87.74365725299998,"(41.91292677000001, -87.74365725299998)"
242,4700 W Grand,41.91292786399998,-87.743265227,"(41.91292786399998, -87.743265227)"
243,Armitage & Kilpatrick,41.91690100099999,-87.74379199999998,"(41.91690100099999, -87.74379199999998)"
244,Belmont & Kilpatrick,41.93893034400003,-87.74379130199998,"(41.93893034400003, -87.74379130199998)"
245,Irving Park & Kilpatrick,41.95335122199998,-87.74471687699997,"(41.95335122199998, -87.74471687699997)"
246,Milwaukee & Kilpatrick/Byron,41.95174831999998,-87.74482630900002,"(41.95174831999998, -87.74482630900002)"
247,Montrose & Knox,41.96067399999998,-87.74518,"(41.96067399999998, -87.74518)"
248,Montrose Blue Line Station,41.96070573700001,-87.74355169,"(41.96070573700001, -87.74355169)"
249,Lawrence & Kilpatrick,41.96812253299998,-87.74553814900003,"(41.96812253299998, -87.74553814900003)"
250,Peterson & Kilpatrick,41.98986200000002,-87.745994999,"(41.98986200000002, -87.745994999)"
251,Cicero & 66th Street,41.773046529,-87.74231065599997,"(41.773046529, -87.74231065599997)"
252,Cicero & 64th Street,41.77674257899997,-87.742376734,"(41.77674257899997, -87.742376734)"
253,Midway Orange Line Station,41.78630974800001,-87.73835934099998,"(41.78630974800001, -87.73835934099998)"
254,Cicero & 55th Street,41.79349005,-87.74210995499999,"(41.79349005, -87.74210995499999)"
255,Archer & Kilpatrick,41.79890886300001,-87.74054309399997,"(41.79890886300001, -87.74054309399997)"
256,4631 W 26th Street,41.8438367,-87.73997052200002,"(41.8438367, -87.73997052200002)"
257,4630 W Harrison,41.87324863700002,-87.74082430800001,"(41.87324863700002, -87.74082430800001)"
258,Madison & Kenton,41.88065000099999,-87.74059799899999,"(41.88065000099999, -87.74059799899999)"
259,North Ave & Kolmar,41.90961511900002,-87.73961885400001,"(41.90961511900002, -87.73961885400001)"
260,Grand & Kenton,41.91169701000001,-87.74017967200001,"(41.91169701000001, -87.74017967200001)"
261,Milwaukee & Kilbourn,41.949493496,-87.74109426299998,"(41.949493496, -87.74109426299998)"
262,Foster & Kilbourn,41.97544356399999,-87.74082865700001,"(41.97544356399999, -87.74082865700001)"
263,Oakton & Kenton,42.02633549199999,-87.74258507399998,"(42.02633549199999, -87.74258507399998)"
264,63rd Street & Knox,41.77841248300001,-87.738258728,"(41.77841248300001, -87.738258728)"
265,Cermak & Kilbourn,41.85154696699999,-87.73675612,"(41.85154696699999, -87.73675612)"
266,Kostner & Lexington,41.87162899999998,-87.73522300000002,"(41.87162899999998, -87.73522300000002)"
267,Madison & Kostner,41.88072053100001,-87.73573852499999,"(41.88072053100001, -87.73573852499999)"
268,Chicago & Kilbourn,41.895220155,-87.73829913999998,"(41.895220155, -87.73829913999998)"
269,Division & Kilbourn,41.90253918100001,-87.73882788499998,"(41.90253918100001, -87.73882788499998)"
270,North Ave & Kostner/Grand,41.90984500100001,-87.73680200000001,"(41.90984500100001, -87.73680200000001)"
271,Grand & Kostner,41.91003600099998,-87.73636099999999,"(41.91003600099998, -87.73636099999999)"
272,Grand & Kilbourn,41.91096599999997,-87.73871100000002,"(41.91096599999997, -87.73871100000002)"
273,Armitage & Kostner,41.917109391,-87.73617220300002,"(41.917109391, -87.73617220300002)"
274,Belmont & Kostner,41.93903155800001,-87.73693032900002,"(41.93903155800001, -87.73693032900002)"
275,Addison & Kostner,41.946306204,-87.73718560200001,"(41.946306204, -87.73718560200001)"
276,Milwaukee & Addison,41.94646747899998,-87.73575830499999,"(41.94646747899998, -87.73575830499999)"
277,Irving Park & Kildare,41.95346602000001,-87.73550655600002,"(41.95346602000001, -87.73550655600002)"
278,Montrose & Kildare,41.96093085899997,-87.73556753899999,"(41.96093085899997, -87.73556753899999)"
279,Lawrence & Kostner,41.96806917200001,-87.737694879,"(41.96806917200001, -87.737694879)"
280,Foster & Kildare,41.97539579300002,-87.73570325100002,"(41.97539579300002, -87.73570325100002)"
281,Oakton & Kostner,42.02629075900001,-87.737517508,"(42.02629075900001, -87.737517508)"
282,Oakton & Kildare,42.02628975900001,-87.73522050399998,"(42.02628975900001, -87.73522050399998)"
283,87th Street & Kilbourn,41.73476330400001,-87.73340659899998,"(41.73476330400001, -87.73340659899998)"
284,79th Street & Kilbourn,41.749393,-87.733903,"(41.749393, -87.733903)"
285,Kostner & 74th Street (Solo Cup),41.757816779,-87.73256941900001,"(41.757816779, -87.73256941900001)"
286,63rd Street & Kilbourn,41.77845783999999,-87.73467451300002,"(41.77845783999999, -87.73467451300002)"
287,55th Street & Kenneth,41.79304030700001,-87.73433067399998,"(41.79304030700001, -87.73433067399998)"
288,26th Street & Kildare,41.84422722699998,-87.731364423,"(41.84422722699998, -87.731364423)"
289,16th Street & Kildare,41.85882736000002,-87.73217008300003,"(41.85882736000002, -87.73217008300003)"
290,Roosevelt & Kostner,41.86597072699999,-87.73466219199997,"(41.86597072699999, -87.73466219199997)"
291,Fifth Avenue & Kostner,41.87026274999999,-87.73495185399997,"(41.87026274999999, -87.73495185399997)"
292,Jackson & Kildare,41.87693300000001,-87.73264999999998,"(41.87693300000001, -87.73264999999998)"
293,Madison & Kildare,41.880747993,-87.73333333900001,"(41.880747993, -87.73333333900001)"
294,Chicago & Kildare,41.89531291999998,-87.73334867400001,"(41.89531291999998, -87.73334867400001)"
295,Division & Kildare,41.90248873899998,-87.73379543200002,"(41.90248873899998, -87.73379543200002)"
296,Fullerton & Tripp,41.92452753499998,-87.732807971,"(41.92452753499998, -87.732807971)"
297,Belmont & Kildare,41.93905884600002,-87.73448669300001,"(41.93905884600002, -87.73448669300001)"
298,Belmont & Keeler,41.93910153000002,-87.73229681499998,"(41.93910153000002, -87.73229681499998)"
299,Irving Park & Keeler,41.953482038,-87.73269143200002,"(41.953482038, -87.73269143200002)"
300,Foster & Keeler,41.97554205,-87.733388499,"(41.97554205, -87.733388499)"
301,Peterson & Sauganash,41.990201684,-87.73287192499998,"(41.990201684, -87.73287192499998)"
302,55th Street & Keeler,41.793084437,-87.727812535,"(41.793084437, -87.727812535)"
303,Jackson & Karlov,41.87710764500002,-87.72819550899999,"(41.87710764500002, -87.72819550899999)"
304,Madison & Keeler,41.88078151500002,-87.73094219400002,"(41.88078151500002, -87.73094219400002)"
305,Division & Karlov,41.90266606,-87.728624427,"(41.90266606, -87.728624427)"
306,Grand & Karlov,41.90719452000002,-87.72875385999998,"(41.90719452000002, -87.72875385999998)"
307,Diversey & Karlov,41.93178679499999,-87.72936056200001,"(41.93178679499999, -87.72936056200001)"
308,Addison & Karlov,41.94640131199998,-87.72906837199997,"(41.94640131199998, -87.72906837199997)"
309,Irving Park & Keystone Terminal,41.95387463600002,-87.73015675699997,"(41.95387463600002, -87.73015675699997)"
310,Irving Park Blue Line Station,41.95194555699999,-87.72773931400002,"(41.95194555699999, -87.72773931400002)"
311,Pulaski & Belle Plaine,41.95540340600002,-87.72757126099998,"(41.95540340600002, -87.72757126099998)"
312,Montrose & Elston,41.96087,-87.72980899999999,"(41.96087, -87.72980899999999)"
313,Pulaski & Montrose,41.960851805,-87.727704598,"(41.960851805, -87.727704598)"
314,Montrose & Pulaski,41.96087564999999,-87.727953694,"(41.96087564999999, -87.727953694)"
315,Pulaski & Lawrence,41.968147988,-87.72792107599997,"(41.968147988, -87.72792107599997)"
316,Pulaski & Argyle,41.97196200000002,-87.72819900000002,"(41.97196200000002, -87.72819900000002)"
317,5061 N Pulaski,41.97347697599997,-87.728266507,"(41.97347697599997, -87.728266507)"
318,Foster & Pulaski (Jewel),41.97543367600002,-87.72933770200001,"(41.97543367600002, -87.72933770200001)"
319,5400 N Pulaski,41.979196479,-87.72819339799997,"(41.979196479, -87.72819339799997)"
320,Pulaski & Bryn Mawr,41.98266396100001,-87.72852807200002,"(41.98266396100001, -87.72852807200002)"
321,79th Street & Tripp,41.74929587999998,-87.72739207299998,"(41.74929587999998, -87.72739207299998)"
322,Pulaski & 30th Street,41.83879999999999,-87.724464001,"(41.83879999999999, -87.724464001)"
323,Pulaski & 27th Street,41.84231799999998,-87.72442000000001,"(41.84231799999998, -87.72442000000001)"
324,Pulaski & 28th Street,41.84047600000002,-87.72436900000002,"(41.84047600000002, -87.72436900000002)"
325,26th Street & Pulaski,41.84432127500003,-87.72482355099999,"(41.84432127500003, -87.72482355099999)"
326,Pulaski & 24th Street,41.84798115199999,-87.72475254800003,"(41.84798115199999, -87.72475254800003)"
327,Cermak & Karlov,41.85162664900002,-87.72707290900001,"(41.85162664900002, -87.72707290900001)"
328,Pulaski & 18th Street,41.85714714,-87.725031205,"(41.85714714, -87.725031205)"
329,Roosevelt & Pulaski,41.86625400600002,-87.72504074699998,"(41.86625400600002, -87.72504074699998)"
330,Fifth Avenue & Pulaski,41.872895486,-87.72557064300003,"(41.872895486, -87.72557064300003)"
331,Pulaski & Arthington,41.86992159200003,-87.72521740299999,"(41.86992159200003, -87.72521740299999)"
332,Pulaski & Madison,41.880606124,-87.725575403,"(41.880606124, -87.725575403)"
333,Pulaski & Wilcox,41.87903084200002,-87.72570516899998,"(41.87903084200002, -87.72570516899998)"
334,Pulaski & Jackson,41.87717004500001,-87.72564233399999,"(41.87717004500001, -87.72564233399999)"
335,Pulaski & Washington,41.88211225800001,-87.725802123,"(41.88211225800001, -87.725802123)"
336,Pulaski & Ohio,41.891699093,-87.72604275100002,"(41.891699093, -87.72604275100002)"
337,Chicago & Pulaski,41.89544462600003,-87.72590116499998,"(41.89544462600003, -87.72590116499998)"
338,Pulaski & Potomac,41.90436212499998,-87.726251634,"(41.90436212499998, -87.726251634)"
339,Grand & Springfield,41.90517029,-87.72375684299999,"(41.90517029, -87.72375684299999)"
340,Diversey & Pulaski,41.931865249,-87.72676996899997,"(41.931865249, -87.72676996899997)"
341,Pulaski & Diversey,41.93202457699999,-87.72689346800001,"(41.93202457699999, -87.72689346800001)"
